sequencialPrecedente;tipoPrecedente;numeroPrecedente;dataPrimeiraAfetacao;dataJulgamento;dataPublicacaoAcordao;situacao;informacoesComplementares;questaoSubmetidaAJulgamento;teseFirmada;anotacoesNUGEPNAC;delimitacaoJulgado;entendimentoAnterior;referenciaLegislativa;referenciaSumular;sumulaOriginada;audienciaPublica;dataAudienciaPublica;orgaoJulgador;Assuntos;numeroRepercussaoGeralSTF;descricaoRepercussaoGeral
"871";"Tema";"615";"2013-02-05";"2015-09-23";"2015-10-05";"Trânsito em Julgado";"";"Cinge-se a discussão em definir se diploma estrangeiro, expedido em um dos países signatários da Convenção Regional sobre o Reconhecimento de Diploma de Ensino Superior na América Latina e no Caribe, aprovada pelo Decreto Legislativo n.º 66/77 e promulgada pelo Decreto Presidencial n.º 80.419/77, deve ser registrado automaticamente no país, independentemente de processo de revalidação.";"A Convenção Regional sobre o Reconhecimento de Diploma de Ensino Superior na América Latina e no Caribe, aprovada pelo Decreto Legislativo n.º 66/77 e promulgada pelo Decreto Presidencial n.º 80.419/77, possui nítido caráter programático ao determinar que os países signatários criem mecanismos para torná-la efetiva, inexistindo, portanto, determinação específica de reconhecimento automático dos diplomas. Concluiu-se, no presente julgado, que o Decreto nº 80.419/77:1)	não foi revogado pelo Decreto n. 3.007/99;2)	não traz norma específica que vede o procedimento de revalidação dos diplomas que têm respaldo nos artigos 48 e 53, V, da Lei de Diretrizes e Bases da Educação Brasileira.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"";"";"";"";"";"N";"";"S1 ";"10166- Conselhos Regionais de Fiscalização Profissional e Afins, 10173- Exercício Profissional, 10167- Registro Profissional, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"620";"Direito ao processamento de requerimento de revalidação de diploma de graduação obtido em instituição de ensino superior estrangeira."
"872";"Tema";"616";"2013-02-05";"2017-04-26";"2017-05-03";"Trânsito em Julgado";"";"Cinge-se a discussão em saber se estabelecimentos comerciais que vendem animais vivos e medicamentos veterinários estão, ou não, obrigados a efetuar o registro no respectivo Conselho de Medicina Veterinária.";"À míngua de previsão contida da Lei n. 5.517/68, a venda de medicamentos veterinários - o que não abrange a administração de fármacos no âmbito de um procedimento clínico - bem como a comercialização de animais vivos são atividades que não se encontram reservadas à atuação exclusiva do médico veterinário. Assim, as pessoas jurídicas que atuam nessas áreas não estão sujeitas ao registro no respectivo Conselho Regional de Medicina Veterinária nem à obrigatoriedade de contratação de profissional habilitado.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"A Primeira Seção definiu que ""não estão sujeitas a registro perante o respectivo Conselho Regional de Medicina Veterinária as pessoas jurídicas que explorem as atividades de venda de medicamentos veterinários e de comercialização de animais, excluídas desse conceito as espécies denominadas legalmente como silvestres. A contratação de profissionais inscritos como responsáveis técnicos somente será exigida, se houver necessidade de intervenção e tratamento médico de animal submetido à comercialização, com ou sem prescrição e dispensação de medicamento veterinário"" (redação aclarada no julgamento dos embargos de declaração, cujo acórdão foi publicado no DJe de 04/05/2018).";"";"";"";"";"N";"";"S1 ";"10166- Conselhos Regionais de Fiscalização Profissional e Afins, 10167- Registro Profissional, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"873";"Tema";"617";"2013-02-05";"2017-04-26";"2017-05-03";"Trânsito em Julgado";"";"Cinge-se a discussão em saber se estabelecimentos comerciais que vendem animais vivos e medicamentos veterinários estão, ou não, obrigados a contratar médicos veterinários para assumir a responsabilidade técnica sobre as atividades realizadas.";"À míngua de previsão contida da Lei n. 5.517/68, a venda de medicamentos veterinários - o que não abrange a administração de fármacos no âmbito de um procedimento clínico - bem como a comercialização de animais vivos são atividades que não se encontram reservadas à atuação exclusiva do médico veterinário. Assim, as pessoas jurídicas que atuam nessas áreas não estão sujeitas ao registro no respectivo Conselho Regional de Medicina Veterinária nem à obrigatoriedade de contratação de profissional habilitado.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"A Primeira Seção definiu que ""não estão sujeitas a registro perante o respectivo Conselho Regional de Medicina Veterinária as pessoas jurídicas que explorem as atividades de venda de medicamentos veterinários e de comercialização de animais, excluídas desse conceito as espécies denominadas legalmente como silvestres. A contratação de profissionais inscritos como responsáveis técnicos somente será exigida, se houver necessidade de intervenção e tratamento médico de animal submetido à comercialização, com ou sem prescrição e dispensação de medicamento veterinário"" (redação aclarada no julgamento dos embargos de declaração, cujo acórdão foi publicado no DJe de 04/05/2018).";"";"";"";"";"N";"";"S1 ";"10166- Conselhos Regionais de Fiscalização Profissional e Afins, 10173- Exercício Profissional, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"874";"Tema";"618";"2013-03-01";"2013-08-28";"2013-10-24";"Trânsito em Julgado";"Alcance da decisão de afetação: aditamento - 07/06/2013 - a) o sobrestamento não inclui as ações de execução ou em fase de cumprimento de sentença definitiva (decorrentes de decisão transitada em julgado) e as que se encontrem em fase instrutória; b) a limitação de julgamento, em qualquer sentido, está restrita aos processos de conhecimento em que a ação ou o recurso discutam a legitimidade dos itens listados acima, inclusive por suas designações correlatas, que tenham por objetivo a remuneração dos serviços bancários e o pagamento do tributo; c) fixar o limite temporal da suspensão em simultaneidade com o julgamento do presente recurso repetitivo ou do REsp 1.255.573/RS, em que se examinam as mesmas questões controvertidas; d) como consequência, não existe obstáculo à propositura e à distribuição de novas ações, nem ficam as partes tolhidas quanto à eventual realização de acordos para por fim às demandas.";"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.";"Nos contratos bancários celebrados até 30/04/2008 (fim da vigência da Resolução CMN 2.303/96) era válida a pactuação das Tarifas de Abertura de Crédito (TAC) e de Emissão de Carnê (TEC), ou outra denominação para o mesmo fato gerador, ressalvado o exame de abusividade em cada caso concreto.";"Processos destacados de ofício pelo relator.";"";"";"";"";"565";"N";"";"S2 ";"899- DIREITO CIVIL, 9607- Contratos Bancários";"614";"Cobrança de tarifas e taxas acessórias, vinculadas a contratos bancários (como, por exemplo, ""de abertura de crédito"", ""de retorno"", ""de emissão de boleto"" e ""de cadastro"")."
"875";"Tema";"619";"2013-03-01";"2013-08-28";"2013-10-24";"Trânsito em Julgado";"Alcance da decisão de afetação: aditamento - 07/06/2013 - a) o sobrestamento não inclui as ações de execução ou em fase de cumprimento de sentença definitiva (decorrentes de decisão transitada em julgado) e as que se encontrem em fase instrutória; b) a limitação de julgamento, em qualquer sentido, está restrita aos processos de conhecimento em que a ação ou o recurso discutam a legitimidade dos itens listados acima, inclusive por suas designações correlatas, que tenham por objetivo a remuneração dos serviços bancários e o pagamento do tributo; c) fixar o limite temporal da suspensão em simultaneidade com o julgamento do presente recurso repetitivo ou do REsp 1.255.573/RS, em que se examinam as mesmas questões controvertidas; d) como consequência, não existe obstáculo à propositura e à distribuição de novas ações, nem ficam as partes tolhidas quanto à eventual realização de acordos para por fim às demandas.";"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.";"Com a vigência da Resolução CMN 3.518/2007, em 30/04/2008, a cobrança por serviços bancários prioritários para pessoas físicas ficou limitada às hipóteses taxativamente previstas em norma padronizadora expedida pela autoridade monetária. Desde então, não tem respaldo legal a contratação da Tarifa de Emissão de Carnê (TEC) e da Tarifa de Abertura de Crédito (TAC), ou outra denominação para o mesmo fato gerador.";"Processos destacados de ofício pelo relator.";"";"";"";"";"";"N";"";"S2 ";"9607- Contratos Bancários, 899- DIREITO CIVIL";"614";"Cobrança de tarifas e taxas acessórias, vinculadas a contratos bancários (como, por exemplo, ""de abertura de crédito"", ""de retorno"", ""de emissão de boleto"" e ""de cadastro"")."
"876";"Tema";"620";"2013-03-01";"2013-08-28";"2013-10-24";"Trânsito em Julgado";"Alcance da decisão de afetação: aditamento - 07/06/2013 - a) o sobrestamento não inclui as ações de execução ou em fase de cumprimento de sentença definitiva (decorrentes de decisão transitada em julgado) e as que se encontrem em fase instrutória; b) a limitação de julgamento, em qualquer sentido, está restrita aos processos de conhecimento em que a ação ou o recurso discutam a legitimidade dos itens listados acima, inclusive por suas designações correlatas, que tenham por objetivo a remuneração dos serviços bancários e o pagamento do tributo; c) fixar o limite temporal da suspensão em simultaneidade com o julgamento do presente recurso repetitivo ou do REsp 1.255.573/RS, em que se examinam as mesmas questões controvertidas; d) como consequência, não existe obstáculo à propositura e à distribuição de novas ações, nem ficam as partes tolhidas quanto à eventual realização de acordos para por fim às demandas.";"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.";"Permanece válida a tarifa de cadastro expressamente tipificada em ato normativo padronizador da autoridade monetária, a qual somente pode ser cobranda do início do relacionamento entre o consumidor e a instituição financeira.";"Processos destacados de ofício pelo relator.";"";"";"";"";"566";"N";"";"S2 ";"9607- Contratos Bancários, 899- DIREITO CIVIL";"614";"Cobrança de tarifas e taxas acessórias, vinculadas a contratos bancários (como, por exemplo, ""de abertura de crédito"", ""de retorno"", ""de emissão de boleto"" e ""de cadastro"")."
"877";"Tema";"621";"2013-03-01";"2013-08-28";"2013-10-24";"Trânsito em Julgado";"Alcance da decisão de afetação: aditamento - 07/06/2013 - ""a) o sobrestamento não inclui as ações de execução ou em fase de cumprimento de sentença definitiva (decorrentes de decisão transitada em julgado) e as que se encontrem em fase instrutória; b) a limitação de julgamento, em qualquer sentido, está restrita aos processos de conhecimento em que a ação ou o recurso discutam a legitimidade dos itens listados acima, inclusive por suas designações correlatas, que tenham por objetivo a remuneração dos serviços bancários e o pagamento do tributo; c) fixar o limite temporal da suspensão em simultaneidade com o julgamento do presente recurso repetitivo ou do REsp 1.255.573/RS, em que se examinam as mesmas questões controvertidas; d) como consequência, não existe obstáculo à propositura e à distribuição de novas ações, nem ficam as partes tolhidas quanto à eventual realização de acordos para por fim às demandas.""";"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.";"Podem as partes convencionar o pagamento do Imposto sobre Operações Financeiras e de Crédito (IOF) por meio de financiamento acessório ao mútuo principal, sujeitando-o aos mesmos encargos contratuais.";"Processos destacados de ofício pelo relator.";"";"";"";"";"";"N";"";"S2 ";"9580- Espécies de Contratos, 9603- Mútuo, 899- DIREITO CIVIL";"614";"Cobrança de tarifas e taxas acessórias, vinculadas a contratos bancários (como, por exemplo, ""de abertura de crédito"", ""de retorno"", ""de emissão de boleto"" e ""de cadastro"")."
"878";"Tema";"622";"2013-03-01";"2015-11-25";"2016-02-16";"Trânsito em Julgado";"";"Discute-se a necessidade ou não de ajuizamento de ação autônoma ou de oferecimento de reconvenção para que o réu faça jus à devolução em dobro por cobrança de dívida paga (artigo 1.531 do Código Civil de 1916, atual artigo 940 do Código Civil de 2002).";"A aplicação da sanção civil do pagamento em dobro por cobrança judicial de dívida já adimplida (cominação encartada no artigo 1.531 do Código Civil de 1916, reproduzida no artigo 940 do Código Civil de 2002) pode ser postulada pelo réu na própria defesa, independendo da propositura de ação autônoma ou do manejo de reconvenção, sendo imprescindível a demonstração de má-fé do credor.";"RRC de Origem (art. 543-C, § 1º, do CPC/73).";"";"";"";"";"";"N";"";"S2 ";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"879";"Tema";"623";"2013-03-06";"2013-06-12";"2013-09-11";"Trânsito em Julgado";"";"Questão referente à necessidade de ajuizamento de ação autônoma para discutir os encargos incidentes sobre depósitos judiciais.";"A discussão quanto à aplicação dos juros e correção monetária nos depósitos judiciais independe de ação específica contra o banco depositário.";"RRC de Origem (art. 543-C, § 1º, do CPC/73). Ver TEMA 716/STJ";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO";"";""
"880";"Tema";"624";"2013-03-07";"2015-09-23";"2015-12-18";"Trânsito em Julgado";"";"Discute-se a isenção da Cofins às atividades próprias das entidades sem fins lucrativos para fins de gozo da isenção prevista no art. 14, X, da MP n. 2.158-35/2001. Verificação da legalidade do art. 47, II e § 2º, da Instrução Normativa SRF n. 247/2002. Sociedade civil educacional ou de caráter cultural e científico.";"As receitas auferidas a título de mensalidades dos alunos de instituições de ensino sem fins lucrativos são decorrentes de ""atividades próprias da entidade"", conforme o exige a isenção estabelecida no art. 14, X, da Medida Provisória n. 1.858/99 (atual MP n. 2.158-35/2001), sendo flagrante a ilicitude do art. 47, § 2º, da IN/SRF n. 247/2002, nessa extensão.";"Processo destacado pelo relator.";"";"";"";"";"";"N";"";"S1 ";"5915- Isenção, 6035- Cofins, 10528- Entidades Sem Fins Lucrativos, 14- DIREITO TRIBUTÁRIO";"";""
